,sound_name,content,embedding_x,embedding_y,cluster
399,LEAD Square Buddles,ONII-CHAN Lead,-0.69792676,0.7427727,14
400,LEAD Broken GameBoi,ONII-CHAN Lead,0.417783,0.03773684,1
401,LEAD SNEK,ONII-CHAN Lead,-0.12878898,0.75009054,13
402,LEAD An Pan,ONII-CHAN Lead,0.6937824,0.042479966,10
403,LEAD Desu Desu,ONII-CHAN Lead,0.44558194,0.040221862,1
404,LEAD Serinuma Is Trash,ONII-CHAN Lead,0.015292418,-0.29323265,19
405,LD 8bit,NextLight Serum Free LD,-0.7157976,0.6770184,14
406,LD Everlasting,NextLight Serum Free LD,0.70257103,0.10126573,10
407,LD SawLayer,NextLight Serum Free LD,0.46562368,-0.11252807,1
408,LD SpaceSine,NextLight Serum Free LD,-0.87687546,0.39451548,17
409,LD SquareLayer,NextLight Serum Free LD,0.3591876,-0.109687395,1
410,LD MagicHope,NextLight Serum Free LD,0.4360215,-0.02954056,1
411,LD 8bit2,NextLight Serum Free LD,-0.25578907,-0.19086394,6
0,cluste_0,Center,-0.62887627,0.09786063,0
1,cluste_1,Center,0.41838753,-0.122674786,1
2,cluste_2,Center,0.66415036,0.49092138,2
3,cluste_3,Center,-0.80739045,0.1529053,3
4,cluste_4,Center,0.8644754,0.1836151,4
5,cluste_5,Center,-0.969371,0.68953264,5
6,cluste_6,Center,-0.38959455,0.39256412,6
7,cluste_7,Center,0.16971652,-0.6324265,7
8,cluste_8,Center,0.21895023,0.5828011,8
9,cluste_9,Center,0.40917456,0.547063,9
10,cluste_10,Center,0.7364583,-0.054209124,10
11,cluste_11,Center,-0.9769722,0.43456975,11
12,cluste_12,Center,0.8473277,0.3373405,12
13,cluste_13,Center,-0.107501686,0.43455487,13
14,cluste_14,Center,-0.7267028,0.74492526,14
15,cluste_15,Center,-0.8742764,0.6536849,15
16,cluste_16,Center,0.7645894,0.4121913,16
17,cluste_17,Center,-0.89714617,0.4111987,17
18,cluste_18,Center,0.97735715,-0.056631275,18
19,cluste_19,Center,-0.096510164,-0.371488,19
20,cluste_20,Center,-0.51336867,-0.3988836,20
21,cluste_21,Center,0.9658355,0.20586848,21
22,cluste_22,Center,0.5534794,-0.45000318,22
23,cluste_23,Center,-0.061165836,-0.96399057,23
24,cluste_24,Center,-0.44859475,-0.17145714,24
